state,year,pctblack_10plus,pctblack_under10,pctblack_prisonpop,pctblack_statepop,rri_10plus,rri_under10,rri_statepop,numwomen_10plus,numwomen_under10,numwomen_prisonpop,pctwomen_10plus,los_mean_notviol,los_mean_violent,los_mean_all,los_90thpct_notviol,los_90thpct_violent,los_90thpct_all,yrendpop_notviol,yrendpop_violent,yrendpop_all,los_0_2_count,los_2_5_count,los_5_10_count,los_10_15_count,los_15_20_count,los_20_25_count,los_25plus_count,los_10plus_count,los_0_2_pct,los_2_5_pct,los_5_10_pct,los_10_15_pct,los_15_20_pct,los_20_25_pct,los_25plus_pct,los_10plus_pct,los_meantop10,los_meanbottom90
AL,2008,0.66703385,0.60571116,0.61386609,0.26315361,2.5347698,2.3017399,2.3327291,41,1735,1776,0.023085585,1.9722761,6.08564,4.0215759,4.3778234,15.712525,11.958932,13701,13603,27304,15108,5814,2751,1923,1051,403,254,3631,0.55332553,0.21293584,0.10075447,0.070429243,0.038492527,0.014759742,0.009302666,0.13298418,17.637064,2.5243652
AL,2009,0.66923487,0.59906381,0.60852891,0.26320371,2.5426497,2.2760463,2.3120074,46,1813,1859,0.024744486,1.9932004,6.2243042,4.1255069,4.4626966,16.12594,12.210814,13842,14063,27905,14391,6552,3198,1970,1053,450,291,3764,0.51571405,0.23479663,0.11460312,0.070596665,0.037735172,0.016126143,0.010428239,0.13488622,18.012295,2.6012464
AL,2010,0.66982341,0.58964545,0.60096085,0.26358947,2.5411615,2.236984,2.2799122,49,1828,1877,0.026105488,2.1383367,6.51578,4.4026403,4.7118411,16.335386,12.711842,13364,14320,27684,13160,7401,3216,1933,1147,507,320,3907,0.47536483,0.26733854,0.11616819,0.069823727,0.041431874,0.018313827,0.011559024,0.14112845,18.636225,2.8473661
AL,2011,0.66948521,0.57942557,0.59240282,0.26401967,2.5357399,2.1946304,2.243783,51,1826,1877,0.027171018,2.1985936,6.9054704,4.6163816,4.9582477,16.873375,13.125257,13571,14334,27905,12625,7750,3509,1910,1206,527,378,4021,0.45242789,0.27772799,0.12574807,0.068446517,0.043218061,0.018885504,0.013545959,0.14409605,19.066044,3.0124614
AL,2012,0.6707114,0.57529539,0.5895828,0.26470274,2.5338287,2.1733639,2.2273393,55,1885,1940,0.028350515,2.3041377,7.3492923,4.8764133,5.3798766,17.63176,13.798768,13758,14311,28069,12245,7028,4593,1868,1283,633,419,4203,0.4362464,0.25038299,0.16363248,0.066550285,0.04570879,0.02255157,0.0149275,0.14973815,19.765173,3.2370894
AL,2013,0.67106789,0.57156903,0.5870679,0.26569471,2.5257103,2.1512246,2.2095582,63,1880,1943,0.032424085,2.4005744,7.7345433,5.1497412,5.7111568,18.212183,14.379192,13430,14284,27714,11787,6392,5218,1768,1370,716,463,4317,0.4253085,0.23064156,0.18828028,0.063794471,0.0494335,0.025835318,0.016706359,0.15576965,20.434721,3.4646094
AL,2014,0.67038989,0.5689345,0.58678484,0.26654425,2.5151167,2.1344843,2.2014537,71,1689,1760,0.040340908,2.5830832,7.9541898,5.4742675,6.2915812,18.710472,14.959617,12452,14517,26969,11042,5938,5244,2060,1419,727,539,4745,0.40943307,0.22017872,0.19444548,0.076383993,0.052615967,0.026956877,0.019985911,0.17594275,21.176794,3.7380919
AZ,2000,0.15946844,0.14811061,0.14873432,0.032946259,4.8402596,4.4955215,4.5144525,25,1486,1511,0.016545335,1.9531075,4.2917747,2.930033,4.6297059,10.212183,7.545517,12722,9154,21925,12263,5569,2889,943,179,52,30,1204,0.55931586,0.25400227,0.13176739,0.043010261,0.008164196,0.002371722,0.001368301,0.054914482,11.386836,1.9915785
AZ,2001,0.15550756,0.14661893,0.14714536,0.033714946,4.612422,4.3487816,4.3643956,30,1730,1760,0.017045455,1.901588,4.3938751,2.9346442,4.2929502,10.71321,7.7125258,13683,9716,23453,13245,6043,2776,1033,255,57,44,1389,0.5647465,0.25766426,0.11836439,0.044045538,0.010872809,0.002430393,0.001876093,0.059224833,11.79622,1.9608815
AZ,2002,0.15433674,0.14131452,0.14212833,0.034494292,4.4742689,4.0967507,4.1203437,39,2009,2048,0.019042969,1.8246635,4.4688907,2.9074302,4.2108145,11.211499,7.8740587,14781,10263,25090,14642,6113,2767,1120,323,71,54,1568,0.58357912,0.24364288,0.11028298,0.044639297,0.012873655,0.002829813,0.002152252,0.062495019,12.145383,1.8900741
AZ,2003,0.15219907,0.13583936,0.13684285,0.035238869,4.319068,3.854816,3.8832927,41,2378,2419,0.016949153,1.7453754,4.4856477,2.8203323,3.9589322,11.460644,7.4606433,17086,11043,28171,17132,6325,2986,1183,399,85,61,1728,0.60814315,0.22452167,0.10599553,0.04199354,0.014163502,0.003017287,0.002165347,0.061339676,12.240457,1.7807063
AZ,2004,0.15234174,0.13142435,0.1327626,0.036298007,4.1969724,3.6207044,3.6575727,45,2544,2589,0.017381229,1.7902873,4.5587268,2.8618219,3.9589322,11.63039,7.2114987,18592,11747,30370,18267,7109,3051,1288,483,102,70,1943,0.60148174,0.23407969,0.10046098,0.042410273,0.015903853,0.003358578,0.002304906,0.063977607,12.416639,1.8044465
AZ,2005,0.15314451,0.1295841,0.13112846,0.037505586,4.0832453,3.4550614,3.4962382,48,2691,2739,0.017524645,1.8204418,4.7318397,2.9335706,4.0438056,12.125941,7.4633813,19608,12144,31778,18461,8048,3186,1266,589,146,82,2083,0.58093649,0.25325698,0.10025804,0.039838884,0.018534835,0.004594374,0.002580402,0.065548494,12.847562,1.8569177
AZ,2006,0.16265334,0.13256763,0.13449661,0.039082848,4.1617575,3.3919644,3.4413207,57,2946,3003,0.018981019,1.7975174,4.7725573,2.9179623,4.0438056,12.377824,7.545517,21377,12921,34328,20331,8345,3451,1272,635,193,101,2201,0.59225702,0.24309601,0.10053018,0.0370543,0.018498018,0.005622233,0.002942205,0.064116754,12.992422,1.8140635
AZ,2007,0.16426757,0.13127244,0.13341585,0.040494476,4.0565429,3.2417369,3.294668,66,3252,3318,0.0198915,1.834406,4.8715134,2.9758885,4.1259413,12.873374,7.4606433,22683,13655,36360,21744,8543,3711,1299,697,241,125,2362,0.59801978,0.234956,0.10206271,0.035726074,0.019169416,0.006628163,0.003437844,0.064961493,13.247843,1.8408346
AZ,2008,0.16149312,0.131781,0.1337588,0.04195809,3.8489151,3.1407769,3.1879144,68,3547,3615,0.018810512,1.8620919,4.9169221,3.0145898,4.1259413,12.876112,7.545517,23798,14413,38233,22347,9432,3909,1360,738,301,146,2545,0.58449507,0.24669787,0.10224152,0.035571367,0.019302696,0.00787278,0.003818691,0.066565536,13.480341,1.8582473
AZ,2009,0.16561456,0.13141026,0.13374168,0.043289822,3.825716,3.0355926,3.0894485,78,3602,3680,0.021195652,1.9376496,4.9212995,3.098412,4.2108145,12.796715,7.6303902,24123,15366,39509,22735,9991,4090,1355,816,350,172,2693,0.5754385,0.25287908,0.10352071,0.034295984,0.020653522,0.008858741,0.004353439,0.068161681,13.778248,1.9127313
AZ,2010,0.16678129,0.1305625,0.13324012,0.044054907,3.7857597,2.9636312,3.0244105,91,3504,3595,0.025312934,2.0818746,5.0873728,3.3076329,4.4626966,13.043121,8.1259413,23287,16036,39335,21365,10890,4172,1457,819,419,213,2908,0.54315495,0.27685267,0.1060633,0.037040804,0.020821152,0.010652091,0.005415025,0.073929071,14.469317,2.0802193
AZ,2011,0.16812724,0.13242489,0.1352267,0.044808626,3.7521176,2.9553437,3.0178719,103,3362,3465,0.029725829,2.1838639,5.3192329,3.4833729,4.7967148,13.462012,8.462697,22988,16272,39260,19948,11644,4587,1558,819,447,257,3081,0.50809985,0.29658687,0.11683647,0.039684158,0.020860927,0.011385635,0.006546103,0.078476824,14.952477,2.2165973
AZ,2012,0.16717885,0.13077414,0.13379188,0.045657262,3.6616049,2.8642571,2.9303527,124,3406,3530,0.03512748,2.2613883,5.525548,3.6253121,4.9609857,13.960301,8.6297054,22824,16413,39255,19359,11748,4894,1647,820,486,301,3254,0.4931601,0.29927397,0.12467202,0.04195644,0.020889059,0.012380589,0.007667813,0.082893901,15.444048,2.316021
AZ,2013,0.16901408,0.12969238,0.13295387,0.046460766,3.6377807,2.7914386,2.8616374,112,3531,3643,0.030743893,2.2418468,5.5902505,3.6383319,5.0431213,14.045175,8.6297054,23413,16790,40232,20383,11127,5385,1649,836,515,337,3337,0.5066365,0.27657089,0.13384868,0.040987276,0.020779479,0.012800756,0.008376417,0.082943924,15.65098,2.3187633
AZ,2014,0.1679367,0.13099572,0.13404657,0.047347642,3.5468862,2.7666788,2.8311138,120,3677,3797,0.031603899,2.2269113,5.6664553,3.6507332,5.2101302,14.124572,8.6297054,24165,17112,41314,21409,10573,5920,1657,814,560,381,3412,0.51820207,0.25591809,0.14329283,0.04010747,0.019702764,0.013554728,0.009222056,0.082587019,15.752546,2.3159888
CA,1992,0.37701538,0.30741456,0.31205687,0.070169166,5.3729496,4.3810492,4.4472079,379,10217,10596,0.035768215,0.99180239,3.2212245,2.0194356,3.7125256,12.629705,5.5468855,85391,74461,107261,78332,16755,8226,3080,578,192,98,10668,0.73029339,0.15620776,0.076691434,0.028715003,0.005388725,0.001790026,0.000913659,0.066699177,9.7369108,1.1718844
CA,1993,0.37296417,0.30176941,0.30706632,0.069653645,5.3545537,4.332428,4.4084744,409,9151,9560,0.042782426,1.0014973,3.3076553,2.0582833,4.2108145,13.21013,5.6290212,80543,76179,117257,85525,18475,8408,3764,743,231,111,11666,0.72938079,0.15755989,0.071705744,0.032100428,0.006336509,0.001970032,0.000946639,0.074400507,10.11102,1.1806877
CA,1994,0.37209302,0.29436314,0.30069575,0.069204286,5.3767338,4.2535391,4.3450451,457,9167,9624,0.047485452,1.0439852,3.4812989,2.161478,4.4626966,13.629022,5.79603,79975,79229,122814,87832,20631,8639,4256,1039,282,135,12986,0.71516275,0.16798574,0.070342146,0.034654029,0.008459948,0.002296155,0.001099223,0.081469536,10.638623,1.2334766
CA,1995,0.36877748,0.28842032,0.29553732,0.068732306,5.365417,4.1962848,4.2998314,493,9764,10257,0.048064735,1.033486,3.6367218,2.1921165,4.7967148,14.124572,5.79603,80316,81129,132774,94615,22541,9075,4547,1496,334,166,14323,0.71260184,0.16976969,0.068349227,0.034246162,0.011267266,0.002515553,0.001250245,0.088567205,10.983381,1.2276697
CA,1996,0.37054738,0.28408837,0.29237905,0.06836056,5.420485,4.155735,4.2770138,537,10323,10860,0.049447514,1.08079,3.7408412,2.2506878,5.0458589,14.71321,5.798768,80210,83148,143012,102036,24006,9593,4684,2062,410,221,15693,0.71347857,0.16786005,0.067078285,0.032752495,0.01441837,0.002866892,0.001545325,0.095891334,11.265776,1.2512056
CA,1997,0.36960468,0.27883026,0.2886793,0.067972921,5.4375281,4.1020784,4.2469749,622,10630,11252,0.055279061,1.1187128,3.8467879,2.3153303,5.2101302,15.293634,5.9603014,82016,85294,153025,107058,27037,10676,4772,2674,542,266,18187,0.69961119,0.17668355,0.06976638,0.031184446,0.017474269,0.003541905,0.001738278,0.10850008,11.703857,1.2886845
CA,1998,0.3688179,0.27848572,0.28969279,0.067667343,5.4504561,4.1155114,4.2811313,699,10856,11555,0.060493294,1.1955618,4.0343242,2.4599073,5.1252565,15.797399,6.2915812,83437,88292,158082,106547,30555,11902,4804,3259,700,315,21352,0.6739983,0.19328576,0.075290039,0.030389292,0.020615883,0.004428082,0.001992637,0.12406524,12.187611,1.3832432
CA,1999,0.36751926,0.27756783,0.29028952,0.067307532,5.460299,4.1238747,4.3128834,769,10564,11333,0.067854933,1.3003473,4.3005595,2.6652532,5.3771391,16.462696,6.7953458,81110,90210,159666,103192,33506,13106,4863,3635,981,383,24279,0.64629912,0.20985056,0.082083851,0.030457329,0.022766275,0.006144076,0.002398758,0.14142832,12.883911,1.5332116
CA,2000,0.36772329,0.2786614,0.29269117,0.066985585,5.4895883,4.1600204,4.3694649,845,10560,11405,0.074090309,1.3924805,4.5763059,2.8759029,5.5468855,17.045858,7.3785081,78541,92523,159942,99176,34189,15909,5032,3812,1365,459,27004,0.62007475,0.21375874,0.099467307,0.031461406,0.02383364,0.008534344,0.00286979,0.15752846,13.591656,1.6865209
CA,2001,0.36569887,0.27675995,0.29218644,0.066815071,5.473299,4.1421785,4.3730617,895,9886,10781,0.083016418,1.5142398,4.8674812,3.1443236,6.1273103,17.544147,8.1259413,74149,94503,156800,93068,32757,19309,5413,3831,1846,576,29311,0.59354591,0.20890944,0.12314413,0.034521684,0.024432398,0.011772959,0.003673469,0.17345019,14.513883,1.8932914
CA,2002,0.36282438,0.2749981,0.29157752,0.066617101,5.4464149,4.1280408,4.3769169,946,8863,9809,0.096442044,1.5751237,5.0772734,3.3160069,6.9596167,18.209446,8.5448322,67585,95218,159397,93207,31546,21658,6063,3840,2354,729,30789,0.58474749,0.19790837,0.13587458,0.038037103,0.024090793,0.014768157,0.004573486,0.18877491,15.109303,2.0064354
CA,2003,0.36173275,0.27278832,0.29197243,0.066262886,5.4590554,4.1167588,4.4062738,958,7162,8120,0.11798029,1.6198623,5.354466,3.4933522,9.0431213,19.041752,9.1252565,55136,92656,161719,93875,29664,23857,6749,3848,2819,907,31949,0.58048218,0.18342929,0.14752132,0.041732881,0.023794359,0.017431471,0.005608494,0.21568654,15.824425,2.1345105
CA,2004,0.36133265,0.27338028,0.2952545,0.065932691,5.4803262,4.1463542,4.4781199,974,5167,6141,0.1586061,1.6771216,5.6197782,3.6802781,12.711842,19.63039,9.798768,40743,92685,163654,94164,28431,25366,7479,3921,3102,1191,33227,0.57538468,0.17372628,0.15499774,0.045700073,0.023959083,0.018954623,0.007277549,0.24870509,16.574492,2.2720969
CA,2005,0.35762981,0.26815417,0.28996128,0.065564103,5.4546585,4.0899539,4.4225616,969,5296,6265,0.15466879,1.6870848,5.8851223,3.8231783,10.294319,19.958933,10.464066,39866,94132,167622,95794,28336,25305,9178,4163,3250,1596,32858,0.5714882,0.16904703,0.15096468,0.054754149,0.024835642,0.019388864,0.009521423,0.24372117,17.200464,2.3582804
CA,2006,0.35524771,0.26671556,0.28863996,0.065371983,5.4342504,4.0799675,4.4153466,951,5208,6159,0.15440819,1.721107,6.0949092,3.9647236,9.8726902,20.29295,11.04449,37976,95574,172103,98541,28175,24035,11425,4537,3277,2113,33205,0.57256991,0.1637101,0.13965474,0.066384666,0.026362121,0.019040924,0.012277531,0.24764326,17.751513,2.4339757
CA,2007,0.26566416,0.23296845,0.23530819,0.040319894,6.5889101,5.7780027,5.8360319,30,1297,1327,0.022607384,1.8230547,6.3580365,4.2062111,4.0438056,11.378508,11.874059,9284,7433,171670,95893,28509,22989,13233,5065,3313,2668,1197,0.55858916,0.16606861,0.1339139,0.077083938,0.029504282,0.019298654,0.015541445,0.071560949,18.595663,2.6151404
CA,2008,0.265674,0.22663347,0.22950536,0.040609516,6.542161,5.5807972,5.6515169,33,1345,1378,0.023947751,1.9123316,6.5701113,4.4262686,4.0438056,12.043806,12.711842,9667,7671,171423,94062,28302,22055,14823,5590,3364,3227,1276,0.54871285,0.16510037,0.12865835,0.086470313,0.032609392,0.019623971,0.018824778,0.073561631,19.431547,2.7728686
CA,2009,0.25824964,0.21709993,0.2201668,0.040811453,6.3278718,5.3195834,5.3947306,36,1539,1575,0.022857143,2.0542719,6.7829924,4.6986465,4.1259413,12.377824,13.544147,10590,8108,168988,90053,28454,21170,16083,6130,3446,3652,1394,0.5328958,0.16837882,0.12527516,0.095172435,0.036274765,0.02039198,0.021611001,0.074529514,20.212339,2.9759002
CA,2010,0.25742576,0.20991817,0.21358976,0.04062064,6.3373141,5.1677713,5.2581582,38,1709,1747,0.021751573,2.2585459,7.0452003,5.0530534,4.1259413,12.711842,14.543464,11107,8489,163099,82464,28800,21046,15795,7355,3629,4010,1515,0.50560701,0.17657986,0.12903818,0.096843019,0.04509531,0.022250289,0.024586294,0.07728409,21.161371,3.2794302
CA,2011,0.25906119,0.20140049,0.20619321,0.041090813,6.3046012,4.901351,5.0179882,45,1870,1915,0.023498695,2.7850077,7.5558228,5.7669816,4.2929502,13.212868,15.794662,11593,8649,148127,65522,29441,21215,14792,8912,3883,4362,1683,0.44233665,0.19875512,0.14322169,0.099860258,0.060164589,0.026213992,0.029447705,0.083119318,22.451637,3.9271235
CA,2012,0.27297744,0.19098833,0.19793805,0.040955439,6.6652303,4.6633205,4.8330102,56,2081,2137,0.02620496,3.6670063,7.9005775,6.6032467,4.2929502,13.711157,17.127995,12481,8938,133600,49107,30050,21216,13915,10333,4240,4739,1817,0.36756736,0.22492515,0.15880239,0.10415419,0.077342816,0.031736527,0.035471559,0.084763952,23.80455,4.7081904
CA,2013,0.27173346,0.18867189,0.19577804,0.041430607,6.5587611,4.553925,4.7254448,61,2256,2317,0.026327148,3.3085685,8.0216894,6.5840077,4.3778234,14.124572,17.629021,13240,9204,134818,50724,29689,21547,12733,10600,4490,5035,1921,0.37624055,0.2202154,0.15982287,0.094445847,0.078624517,0.033304159,0.037346646,0.085552685,24.296984,4.635798
CA,2014,0.25938907,0.19034596,0.19638322,0.041573998,6.2392139,4.578486,4.7237029,67,2285,2352,0.028486395,3.2966464,8.1581526,6.7552085,4.2108145,14.291581,18.29158,13327,9501,134084,50596,28128,22155,12211,10886,4787,5321,1997,0.37734553,0.20977895,0.16523224,0.09106978,0.081187911,0.035701502,0.03968408,0.087441981,24.914717,4.7510862
CO,2000,0.25538161,0.19167925,0.19728681,0.041932378,6.0903201,4.5711517,4.7048802,70,2242,2312,0.030276816,1.8418095,4.4870534,3.0182292,4.1259413,14.631075,8.1259413,13410,9806,16727,9536,4160,1834,939,160,79,19,2044,0.57009625,0.24869971,0.10964309,0.056136783,0.009565373,0.004722903,0.001135888,0.088027559,12.459824,1.9773099
CO,2001,0.25393796,0.19187425,0.19758454,0.042364188,5.9941659,4.5291615,4.6639519,72,2058,2130,0.033802819,1.8378023,4.6681604,3.0908482,4.4626966,15.04449,8.2108145,12716,10053,17346,9891,4209,1970,927,237,83,29,2095,0.57021791,0.2426496,0.11357085,0.053441714,0.013663093,0.004784965,0.001671855,0.092007026,12.90665,2.0166662
CO,2002,0.25208607,0.18726848,0.19374369,0.042847291,5.8833609,4.3706026,4.5217257,77,2004,2081,0.037001442,1.8322558,4.7770896,3.1099763,4.7967148,15.378508,8.2929497,12343,10449,18704,10762,4411,2137,934,325,93,42,2277,0.57538491,0.2358319,0.11425363,0.049935844,0.017375963,0.004972199,0.002245509,0.099899091,13.157515,1.997826
CO,2003,0.24669074,0.18554647,0.19245231,0.043129183,5.71981,4.3021097,4.4622293,84,1954,2038,0.04121688,1.8672507,4.9046459,3.1835556,5.2922654,15.709787,8.462697,11347,10724,19603,11188,4662,2238,899,469,96,51,2493,0.57072896,0.23782074,0.1141662,0.045860328,0.02392491,0.00489721,0.002601643,0.11294342,13.553759,2.0328126
CO,2004,0.24464355,0.18615513,0.19346049,0.04363304,5.606842,4.2663798,4.4338074,78,1666,1744,0.04472477,1.9311531,5.1882286,3.323705,5.4647503,16.12594,8.876112,10097,10449,20248,11000,5260,2305,933,582,98,70,2567,0.54326355,0.25977874,0.1138384,0.046078626,0.02874358,0.004839984,0.003457132,0.12490269,14.127257,2.1330514
CO,2005,0.24656998,0.18154779,0.18969072,0.044105705,5.5904326,4.1161976,4.3008208,72,1752,1824,0.039473683,1.9069428,5.3349009,3.3366292,5.3771391,16.210815,8.9582481,9900,10463,21436,11816,5351,2452,976,648,119,74,2551,0.55122226,0.2496268,0.11438701,0.045530882,0.03022952,0.005551409,0.003452137,0.12523319,14.443645,2.1144028
CO,2006,0.24733306,0.17645667,0.18568635,0.044681557,5.5354624,3.9492061,4.1557717,71,1671,1742,0.040757749,1.8857307,5.4501905,3.34794,5.4620123,16.210815,8.9582481,8965,10466,22454,12746,5220,2567,1012,649,172,88,2531,0.56764942,0.23247528,0.11432262,0.045069922,0.028903536,0.007660105,0.003919124,0.13022226,14.716331,2.0875351
CO,2007,0.96470588,0.9669826,0.96689719,0.54903519,1.757093,1.7612398,1.7610842,7,327,334,0.020958085,1.8548177,5.5151734,3.378149,5.6290212,7.4606433,9.1252565,3026,3771,22838,12984,5212,2645,1042,609,237,109,255,0.56852615,0.22821613,0.11581574,0.045625713,0.026666082,0.010377442,0.004772747,0.037516553,15.158006,2.08759
CO,2008,0.96666664,0.96737909,0.96734947,0.53743303,1.7986736,1.7999994,1.7999442,21,296,317,0.066246055,1.8955233,5.5543165,3.4409428,6.3791924,8.3778238,9.0458593,2778,3715,23220,12958,5510,2708,1033,573,327,111,270,0.55805337,0.23729543,0.1166236,0.04448751,0.024677003,0.014082687,0.004780362,0.041583244,15.373567,2.1265056
CO,2009,0.9708029,0.96615964,0.96636736,0.52506804,1.8489088,1.8400656,1.8404613,23,229,252,0.091269843,1.9895326,5.7067127,3.6305895,6.2943192,9.2101297,9.5030804,2496,3629,22770,12082,5813,2780,1008,561,399,127,274,0.53061044,0.25529206,0.12209047,0.044268776,0.024637681,0.017523056,0.005577514,0.044734694,15.891139,2.2683063
CO,2010,0.96253604,0.96602029,0.96581048,0.51392108,1.8729258,1.8797055,1.8792973,18,260,278,0.064748198,2.1441982,5.868453,3.8514242,6.2094455,9.8726902,9.9575634,2344,3418,22793,11428,6122,2966,1111,586,435,145,347,0.50138199,0.26859123,0.13012767,0.048743036,0.025709648,0.019084807,0.006361602,0.060222145,16.473909,2.4504981
CO,2011,0.97399998,0.96498215,0.96654534,0.50620818,1.9241095,1.9062951,1.9093831,23,228,251,0.091633469,2.3117416,6.118536,4.1611061,6.2094455,10.710472,10.795345,2338,3431,22073,10514,5886,3180,1242,625,430,196,1000,0.47632855,0.26666063,0.14406741,0.056267839,0.028315136,0.019480813,0.008879627,0.17334026,17.376259,2.7084827
CO,2012,0.9676401,0.96681815,0.96700191,0.49917525,1.9384778,1.9368311,1.9371992,24,217,241,0.099585064,2.270277,6.2980599,4.3176708,6.5462012,11.712525,11.378508,2227,3440,20552,9705,5193,3087,1307,626,391,243,1267,0.47221681,0.25267613,0.15020436,0.063594781,0.030459322,0.019024912,0.011823667,0.22357509,18.046873,2.7981393
CO,2013,0.96893942,0.96412665,0.96531147,0.49444991,1.9596311,1.9498975,1.9522938,24,170,194,0.12371134,2.1045458,6.3084402,4.2634683,7.797399,12.629705,11.63039,1929,3433,20370,10255,4590,2974,1277,593,373,308,1320,0.50343645,0.22533137,0.14599901,0.062690228,0.029111437,0.018311242,0.015120275,0.24617679,18.44702,2.7012603
CO,2014,0.55333334,0.61647326,0.60933971,0.21721822,2.5473616,2.8380365,2.805196,4,216,220,0.018181818,2.1636629,6.305809,4.3938723,6.672142,15.463381,12.125941,2210,1709,19436,9743,4289,2873,1258,562,361,350,450,0.50128627,0.22067298,0.14781848,0.06472525,0.028915415,0.018573781,0.01800782,0.11298016,18.993725,2.7888973
DC,2007,0.583682,0.60953718,0.60648036,0.21898752,2.6653664,2.7834334,2.7694745,5,238,243,0.020576132,1.8045232,5.0223904,3.5898073,6.6283369,15.958932,6.8720055,2186,1783,6797,3251,1198,2093,104,80,31,40,478,0.47829926,0.17625423,0.30792996,0.015300868,0.011769898,0.004560836,0.005884949,0.11822904,11.534842,2.7296243
DC,2008,0.60759491,0.58891964,0.59170204,0.22010957,2.7604203,2.675575,2.688216,5,261,266,0.018796992,1.9633859,5.4956064,3.9843624,6.3764544,15.627652,7.797399,2291,1882,6493,2958,1172,2093,121,75,35,39,632,0.45556754,0.18050207,0.32234713,0.018635454,0.011550901,0.005390421,0.006006469,0.14898632,12.485752,3.098078
